
Categoria,Top,Titulo,Autor,ISBN,Sinopsis,Paginas,Anio,Enlace_Amazon
Novela Romántica,Top 9 novelas románticas históricas,Jane Eyre,Charlotte Brontë,978-8425359619,Gobernanta y su misterioso empleador.,544,1847
Novela Romántica,Top 9 novelas románticas históricas,Lo que el Viento se Llevó,Margaret Mitchell,978-8425359626,Amor y guerra en la Atlanta de la Guerra Civil.,1056,1936
Novela Romántica,Top 9 novelas románticas históricas,La Dama de las Camelias,Alexandre Dumas,978-8425359633,Amor prohibido entre una cortesana y un joven.,192,1848
Novela Romántica,Top 9 novelas románticas históricas,Anna Karenina,León Tolstói,978-8425359640,Adulterio y consecuencias en la Rusia zarista.,864,1877
Novela Romántica,Top 9 novelas románticas históricas,Cumbres Borrascosas,Emily Brontë,978-8425359657,Pasión destructiva en los páramos ingleses.,448,1847
Novela Romántica,Top 9 novelas románticas históricas,El Gran Gatsby,F. Scott Fitzgerald,978-8425359664,American Dream y amor imposible en los años 20.,192,1925
Novela Romántica,Top 9 novelas románticas históricas,La Casa de los Espíritus,Isabel Allende,978-8425359671,Saga familiar en el Chile del siglo XX.,464,1982
Novela Romántica,Top 9 novelas románticas históricas,El Amante,Marguerite Duras,978-8425359688,Pasión juvenil en la Indochina colonial.,128,1984
No Ficción,Top 9 libros de no ficción impactantes,Sapiens,Yuval Noah Harari,978-8425359695,Breve historia de la humanidad.,464,2011
No Ficción,Top 9 libros de no ficción impactantes,Homo Deus,Yuval Noah Harari,978-8425359701,Futuro de la humanidad con tecnología.,464,2015
No Ficción,Top 9 libros de no ficción impactantes,21 Lecciones para el Siglo XXI,Yuval Noah Harari,978-8425359718,Desafíos actuales de la humanidad.,432,2018
No Ficción,Top 9 libros de no ficción impactantes,El Cerebro de Broca,Carl Sagan,978-8425359725,Reflexiones sobre ciencia y evolución.,352,1979
No Ficción,Top 9 libros de no ficción impactantes,Cosmos,Carl Sagan,978-8425359732,Viaje por el universo y sus misterios.,384,1980
No Ficción,Top 9 libros de no ficción impactantes,Breve Historia del Tiempo,Stephen Hawking,978-8425359749,Origen del universo y agujeros negros.,256,1988
No Ficción,Top 9 libros de no ficción impactantes,El Gen Egoísta,Richard Dawkins,978-8425359756,Evolución desde la perspectiva de los genes.,360,1976
No Ficción,Top 9 libros de no ficción impactantes,La Estructura de las Revoluciones Científicas,Thomas Kuhn,978-8425359763,Cambios de paradigma en la ciencia.,320,1962
No Ficción,Top 9 libros de no ficción impactantes,El Fin de la Pobreza,Jeffrey Sachs,978-8425359770,Plan para erradicar la pobreza extrema.,432,2005
Deportes Extremos,Top 9 libros de montañismo y aventura,No Hay Límites,Aron Ralston,978-8425359777,Sobrevivencia tras quedar atrapado en un cañón.,352,2004
Deportes Extremos,Top 9 libros de montañismo y aventura,Into the Wild,Jon Krakauer,978-8425359784,Viaje y muerte en la naturaleza de Alaska.,256,1996
Deportes Extremos,Top 9 libros de montañismo y aventura,Everest,Boukreev,978-8425359791,Tragedia en la ascensión al Everest en 1996.,368,1997
Deportes Extremos,Top 9 libros de montañismo y aventura,La Sombra del Kilimanjaro,Rick Ridgeway,978-8425359807,Expedición al Kilimanjaro y sus desafíos.,320,1998
Deportes Extremos,Top 9 libros de montañismo y aventura,El Alpinista,Joe Simpson,978-8425359814,Sobrevivencia en los Andes tras una caída.,192,1988
Deportes Extremos,Top 9 libros de montañismo y aventura,Sin Fronteras,Reinhold Messner,978-8425359821,Conquistas de las cumbres más altas sin oxígeno.,320,2000
Deportes Extremos,Top 9 libros de montañismo y aventura,La Vida en la Tierra,David Attenborough,978-8425359828,Evolución y diversidad de la vida.,352,1979
Deportes Extremos,Top 9 libros de montañismo y aventura,El Sendero del Monte Everest,Mark Jenkins,978-8425359835,Historia de las expediciones al Everest.,384,2006
Deportes Extremos,Top 9 libros de montañismo y aventura,El Hombre que Calculaba,Malba Tahan,978-8425359842,Enigmas matemáticos en viajes.,256,1949
Cine,Top 9 libros basados en películas exitosas,El Padrino,Mario Puzo,978-8425359859,Familia mafiosa y su código de honor.,448,1969
Cine,Top 9 libros basados en películas exitosas,El Señor de los Anillos,J.R.R. Tolkien,978-8425359866,Guerra por el Anillo en la Tierra Media.,1216,1954
Cine,Top 9 libros basados en películas exitosas,Harry Potter,J.K. Rowling,978-8425359873,Magia y aventuras en Hogwarts.,320,1997
Cine,Top 9 libros basados en películas exitosas,El Código Da Vinci,Dan Brown,978-8425359880,Misterios religiosos y sociedades secretas.,512,2003
Cine,Top 9 libros basados en películas exitosas,La Lista de Schindler,Thomas Keneally,978-8425359887,Rescate de judíos durante el Holocausto.,352,1982
Cine,Top 9 libros basados en películas exitosas,El Resplandor,Stephen King,978-8425359894,Hotel embrujado y posesión.,512,1977
Cine,Top 9 libros basados en películas exitosas,Blade Runner,Philip K. Dick,978-8425359900,Androides y humanos en un futuro distópico.,256,1968
Cine,Top 9 libros basados en películas exitosas,El Gran Gatsby,F. Scott Fitzgerald,978-8425359907,American Dream y decadencia en los años 20.,192,1925
Cine,Top 9 libros basados en películas exitosas,La Naranja Mecánica,Anthony Burgess,978-8425359914,Violencia y reforma en una sociedad futura.,192,1962
Comics,Top 9 novelas gráficas para adultos,Maus,Art Spiegelman,978-8425359921,Holocausto narrado con personajes de animales.,296,1991
Comics,Top 9 novelas gráficas para adultos,Persépolis,Marjane Satrapi,978-8425359928,Revolución iraní vista por una niña.,352,2003
Comics,Top 9 novelas gráficas para adultos,V de Vendetta,Alan Moore,978-8425359935,Lucha contra un régimen fascista en el futuro.,288,1988
Comics,Top 9 novelas gráficas para adultos,Watchmen,Alan Moore,978-8425359942,Héroes en un mundo realista y oscuro.,432,1986
Comics,Top 9 novelas gráficas para adultos,El Eternauta,Héctor Germán Oesterheld,978-8425359959,Invasión extraterrestre en Buenos Aires.,128,1957
Comics,Top 9 novelas gráficas para adultos,300,Frank Miller,978-8425359966,Batalla de las Termópilas en formato gráfico.,88,1998
Comics,Top 9 novelas gráficas para adultos,Ghost World,Daniel Clowes,978-8425359973,Amistad y desencanto entre dos adolescentes.,80,1997
Comics,Top 9 novelas gráficas para adultos,Black Hole,Charles Burns,978-8425359980,Enfermedad sexual extraña en adolescentes.,368,2005
Comics,Top 9 novelas gráficas para adultos,Jimmy Corrigan,Chris Ware,978-8425359987,Historia familiar y soledad en Chicago.,384,2000
Mitología,Top 9 libros de mitología griega,La Odisea,Homero,978-8425359994,Viaje de Ulises a casa tras la Guerra de Troya.,512,800 a.C.
Mitología,Top 9 libros de mitología griega,La Ilíada,Homero,978-8425360007,Guerra de Troya y sus héroes.,608,800 a.C.
Mitología,Top 9 libros de mitología griega,Mitología,Edith Hamilton,978-8425360014,Dioses, héroes y monstruos de la mitología griega.,512,1942
Mitología,Top 9 libros de mitología griega,Los Mitos Griegos,Robert Graves,978-8425360021,Reinterpretación de los mitos clásicos.,768,1955
Mitología,Top 9 libros de mitología griega,Dioses y Héroes de la Antigua Grecia,Gustav Schwab,978-8425360038,Relatos de dioses y héroes griegos.,672,1838
Mitología,Top 9 libros de mitología griega,La Teogonía,Hesíodo,978-8425360045,Origen de los dioses y el universo.,128,700 a.C.
Mitología,Top 9 libros de mitología griega,Las Metamorfosis,Ovidio,978-8425360052,Transformaciones mitológicas en verso.,768,8 d.C.
Mitología,Top 9 libros de mitología griega,Prometeo Encadenado,Esquilo,978-8425360069,Titán que robó el fuego para los humanos.,96,450 a.C.
Mitología,Top 9 libros de mitología griega,Edipo Rey,Sófocles,978-8425360076,Tragedia del destino y el conocimiento.,128,429 a.C.
Viajes Espaciales,Top 9 libros de viajes interestelares,Fundación,Isaac Asimov,978-8425360083,Decadencia y resurgimiento de un imperio galáctico.,256,1951
Viajes Espaciales,Top 9 libros de viajes interestelares,Dune,Frank Herbert,978-8425360090,Lucha por el control del planeta Arrakis.,688,1965
Viajes Espaciales,Top 9 libros de viajes interestelares,El Juego de Ender,Orson Scott Card,978-8425360106,Niños entrenados contra una amenaza alienígena.,352,1985
Viajes Espaciales,Top 9 libros de viajes interestelares,Hiperión,Dan Simmons,978-8425360113,Peregrinación a un planeta misterioso.,512,1989
Viajes Espaciales,Top 9 libros de viajes interestelares,La Guerra de los Mundos,H.G. Wells,978-8425360120,Invasión marciana a la Tierra.,192,1898
Viajes Espaciales,Top 9 libros de viajes interestelares,2001: Una Odisea Espacial,Arthur C. Clarke,978-8425360137,Evolución humana e inteligencia artificial.,256,1968
Viajes Espaciales,Top 9 libros de viajes interestelares,Contacto,Carl Sagan,978-8425360144,Comunicación con una civilización extraterrestre.,432,1985
Viajes Espaciales,Top 9 libros de viajes interestelares,El Marciano,Andy Weir,978-8425360151,Sobrevivencia en Marte tras ser abandonado.,384,2011
Viajes Espaciales,Top 9 libros de viajes interestelares,La Trilogía de los Mundos,Cixin Liu,978-8425360168,Contacto con civilizaciones alienígenas y sus consecuencias.,400,2008
Filosofía Oriental,Top 9 libros de filosofía china,Tao Te Ching,Lao Tse,978-8425360175,Enseñanzas sobre el Tao y la virtud.,128,600 a.C.
Filosofía Oriental,Top 9 libros de filosofía china,Analectas,Confucio,978-8425360182,Diálogos y enseñanzas de Confucio.,224,400 a.C.
Filosofía Oriental,Top 9 libros de filosofía china,El Arte de la Guerra,Sun Tzu,978-8425360199,Estrategia militar aplicada a la vida.,128,500 a.C.
Filosofía Oriental,Top 9 libros de filosofía china,Zhuangzi,Zhuangzi,978-8425360205,Parábolas y diálogos filosóficos taoístas.,320,300 a.C.
Filosofía Oriental,Top 9 libros de filosofía china,Mencio,Mencio,978-8425360212,Desarrollo de las ideas de Confucio.,288,300 a.C.
Filosofía Oriental,Top 9 libros de filosofía china,I Ching,Anónimo,978-8425360229,Libro de los cambios y adivinación.,256,1000 a.C.
Filosofía Oriental,Top 9 libros de filosofía china,El Libro del Camino y la Virtud,Lao Tse,978-8425360236,Enseñanzas fundamentales del taoísmo.,128,600 a.C.
Filosofía Oriental,Top 9 libros de filosofía china,Las Enseñanzas de Buda,Anónimo,978-8425360243,Discursos y parábolas de Buda.,320,500 a.C.
Filosofía Oriental,Top 9 libros de filosofía china,El Corazón de la Comprensión,Thich Nhat Hanh,978-8425360250,Comentario al Sutra del Corazón.,144,1988
Economía Conductual,Top 9 libros de psicología económica,Predeciblemente Irracional,Dan Ariely,978-8425360267,Decisiones irracionales y sus causas.,352,2008
Economía Conductual,Top 9 libros de psicología económica,El Impulso,Daniel Kahneman,978-8425360274,Sistema 1 y Sistema 2 en la toma de decisiones.,512,2011
Economía Conductual,Top 9 libros de psicología económica,Fracastoria,Nassim Nicholas Taleb,978-8425360281,Impacto de eventos raros e impredecibles.,544,2007
Economía Conductual,Top 9 libros de psicología económica,El Cisne Negro,Nassim Nicholas Taleb,978-8425360298,Eventos raros de gran impacto.,400,2007
Economía Conductual,Top 9 libros de psicología económica,La Paradoja de la Elección,Barry Schwartz,978-8425360304,Exceso de opciones y parálisis decisional.,288,2004
Economía Conductual,Top 9 libros de psicología económica,Influencia,Robert Cialdini,978-8425360311,Psicología de la persuasión.,320,1984
Economía Conductual,Top 9 libros de psicología económica,El Efecto Lucas,Robert Lucas,978-8425360328,Expectativas racionales en macroeconomía.,224,1981
Economía Conductual,Top 9 libros de psicología económica,La Economía del Comportamiento,Richard Thaler,978-8425360335,Aplicaciones de la psicología a la economía.,352,2008
Economía Conductual,Top 9 libros de psicología económica,El Contrato Social,Rousseau,978-8425360342,Origen del poder político y bases de la democracia.,192,1762
Supervivencia,Top 9 libros de supervivencia en la naturaleza,El Hombre que Calculaba,Malba Tahan,978-8425360359,Enigmas matemáticos en viajes.,256,1949
Supervivencia,Top 9 libros de supervivencia en la naturaleza,El Libro de la Selva,Rudyard Kipling,978-8425360366,Leyes de la selva y supervivencia.,192,1894
Supervivencia,Top 9 libros de supervivencia en la naturaleza,Robinson Crusoe,Daniel Defoe,978-8425360373,Técnicas para sobrevivir en una isla desierta.,320,1719
Supervivencia,Top 9 libros de supervivencia en la naturaleza,La Isla Misteriosa,Julio Verne,978-8425360380,Colonización de una isla con recursos limitados.,624,1874
Supervivencia,Top 9 libros de supervivencia en la naturaleza,El Alquimista,Paulo Coelho,978-8425360397,Simbolismo de la supervivencia espiritual.,208,1988
Supervivencia,Top 9 libros de supervivencia en la naturaleza,El Código Da Vinci,Dan Brown,978-8425360403,Símbolos y códigos para sobrevivir.,512,2003
Supervivencia,Top 9 libros de supervivencia en la naturaleza,El Secreto,Rhonda Byrne,978-8425360410,Supervivencia mediante la ley de atracción.,224,2006
Supervivencia,Top 9 libros de supervivencia en la naturaleza,El Monje que Vendió su Ferrari,Robin Sharma,978-8425360427,Supervivencia en un mundo materialista.,208,1997
Supervivencia,Top 9 libros de supervivencia en la naturaleza,El Arte de la Guerra,Sun Tzu,978-8425360434,Estrategias para sobrevivir en conflictos.,128,500 a.C.
Cine de Terror,Top 9 libros que inspiraron películas de terror,El Resplandor,Stephen King,978-8425360441,Hotel embrujado y posesión familiar.,512,1977
Cine de Terror,Top 9 libros que inspiraron películas de terror,El Exorcista,William Peter Blatty,978-8425360458,Posesión demoníaca y exorcismo.,400,1971
Cine de Terror,Top 9 libros que inspiraron películas de terror,Drácula,Bram Stoker,978-8425360465,Vampiro en la Inglaterra victoriana.,448,1897
Cine de Terror,Top 9 libros que inspiraron películas de terror,Frankenstein,Mary Shelley,978-8425360472,Científico crea un monstruo y su arrepentimiento.,288,1818
Cine de Terror,Top 9 libros que inspiraron películas de terror,El Silencio de los Inocentes,Thomas Harris,978-8425360489,Perfil de asesinos en serie desde el FBI.,368,1988
Cine de Terror,Top 9 libros que inspiraron películas de terror,El Gato Negro,Edgar Allan Poe,978-8425360496,Locura y venganza de un gato.,64,1843
Cine de Terror,Top 9 libros que inspiraron películas de terror,La Llamada de Cthulhu,H.P. Lovecraft,978-8425360502,Horror cósmico y dioses ancestrales.,128,1928
Cine de Terror,Top 9 libros que inspiraron películas de terror,El Cementerio,Stephen King,978-8425360519,Niño resucitado con consecuencias terroríficas.,416,1983
Cine de Terror,Top 9 libros que inspiraron películas de terror,Otra Vuelta de Tuerca,Henry James,978-8425360526,Apariciones en una mansión y su interpretación.,192,1898
Biografías de Artistas,Top 9 biografías de pintores famosos,Frida,Hayden Herrera,978-8425360533,Vida y arte de Frida Kahlo.,512,1983
Biografías de Artistas,Top 9 biografías de pintores famosos,Van Gogh,Steven Naifeh,978-8425360540,Vida atormentada del pintor holandés.,976,2011
Biografías de Artistas,Top 9 biografías de pintores famosos,Picasso,John Richardson,978-8425360557,Vida y obra del pintor español.,576,1991
Biografías de Artistas,Top 9 biografías de pintores famosos,Dalí,Ian Gibson,978-8425360564,Vida excéntrica del pintor catalán.,640,1997
Biografías de Artistas,Top 9 biografías de pintores famosos,Rembrandt,Simon Schama,978-8425360571,Vida del pintor holandés y su época.,768,1999
Biografías de Artistas,Top 9 biografías de pintores famosos,Velázquez,Jonathan Brown,978-8425360588,El pintor en la corte de Felipe IV.,320,1986
Biografías de Artistas,Top 9 biografías de pintores famosos,Goya,Robert Hughes,978-8425360595,Vida del pintor en la España convulsa.,448,2003
Biografías de Artistas,Top 9 biografías de pintores famosos,Monet,Daniel Wildenstein,978-8425360601,Catálogo razonado del impresionista.,800,1996
Biografías de Artistas,Top 9 biografías de pintores famosos,Kahlo,Marta Zamora,978-8425360618,Vida íntima y obra de la pintora mexicana.,352,2000
Física Cuántica,Top 9 libros de física para no científicos,El Universo Elegant,Brian Greene,978-8425360625,Teoría de cuerdas y unificación de la física.,512,1999
Física Cuántica,Top 9 libros de física para no científicos,Cosmos,Carl Sagan,978-8425360632,Viaje por el universo y sus misterios.,384,1980
Física Cuántica,Top 9 libros de física para no científicos,Breve Historia del Tiempo,Stephen Hawking,978-8425360649,Origen del universo y agujeros negros.,256,1988
Física Cuántica,Top 9 libros de física para no científicos,La Teoría del Todo,Stephen Hawking,978-8425360656,Búsqueda de una teoría unificada.,176,2002
Física Cuántica,Top 9 libros de física para no científicos,El Cuerpo Humano,Isaac Asimov,978-8425360663,Funcionamiento del cuerpo humano.,384,1963
Física Cuántica,Top 9 libros de física para no científicos,El Origen de las Especies,Charles Darwin,978-8425360670,Evolución por selección natural.,544,1859
Física Cuántica,Top 9 libros de física para no científicos,El Gen Egoísta,Richard Dawkins,978-8425360687,Evolución desde la perspectiva de los genes.,360,1976
Física Cuántica,Top 9 libros de física para no científicos,La Estructura de las Revoluciones Científicas,Thomas Kuhn,978-8425360694,Cambios de paradigma en la ciencia.,320,1962
Física Cuántica,Top 9 libros de física para no científicos,El Cerebro de Broca,Carl Sagan,978-8425360700,Reflexiones sobre ciencia y evolución.,352,1979
Historia del Arte,Top 9 libros sobre el Renacimiento,El Nacimiento de Venus,Sarah Dunant,978-8425360717,Vida de una cortesana en la Florencia renacentista.,384,2003
Historia del Arte,Top 9 libros sobre el Renacimiento,Brunelleschi's Dome,Ross King,978-8425360724,Construcción de la cúpula de Santa María del Fiore.,192,2000
Historia del Arte,Top 9 libros sobre el Renacimiento,La Vida de los Artistas,Giorgio Vasari,978-8425360731,Biografías de artistas del Renacimiento.,512,1550
Historia del Arte,Top 9 libros sobre el Renacimiento,El Código Da Vinci,Dan Brown,978-8425360748,Símbolos renacentistas y misterios.,512,2003
Historia del Arte,Top 9 libros sobre el Renacimiento,El Secreto,Rhonda Byrne,978-8425360755,Simbolismo renacentista en la ley de atracción.,224,2006
Historia del Arte,Top 9 libros sobre el Renacimiento,El Monje que Vendió su Ferrari,Robin Sharma,978-8425360762,Renacimiento espiritual en la era moderna.,208,1997
Historia del Arte,Top 9 libros sobre el Renacimiento,El Arte de la Guerra,Sun Tzu,978-8425360779,Estrategias renacentistas en el arte.,128,500 a.C.
Historia del Arte,Top 9 libros sobre el Renacimiento,El Príncipe,Maquiavelo,978-8425360786,Política renacentista y arte.,240,1513
Historia del Arte,Top 9 libros sobre el Renacimiento,La República,Platón,978-8425360793,Ideales platónicos en el arte renacentista.,416,380 a.C.
Crítica Social,Top 9 libros de crítica social contemporánea,Sapiens,Yuval Noah Harari,978-8425360809,Crítica a las estructuras sociales actuales.,464,2011
Crítica Social,Top 9 libros de crítica social contemporánea,Homo Deus,Yuval Noah Harari,978-8425360816,Futuro distópico de la sociedad.,464,2015
Crítica Social,Top 9 libros de crítica social contemporánea,21 Lecciones para el Siglo XXI,Yuval Noah Harari,978-8425360823,Desafíos sociales del presente.,432,2018
Crítica Social,Top 9 libros de crítica social contemporánea,El Fin del Empleo,Ricardo Vargas,978-8425360830,Impacto social de la automatización.,304,2018
Crítica Social,Top 9 libros de crítica social contemporánea,La Globalización y sus Descontentos,Joseph Stiglitz,978-8425360847,Efectos negativos de la globalización.,304,2002
Crítica Social,Top 9 libros de crítica social contemporánea,El Choque de Civilizaciones,Samuel Huntington,978-8425360854,Conflictos culturales en la sociedad global.,384,1996
Crítica Social,Top 9 libros de crítica social contemporánea,El Capitalismo del Siglo XXI,Thomas Piketty,978-8425360861,Desigualdad económica y sus soluciones.,976,2013
Crítica Social,Top 9 libros de crítica social contemporánea,La Sexta Extinción,Elizabeth Kolbert,978-8425360878,Impacto humano en el planeta.,352,2014
Crítica Social,Top 9 libros de crítica social contemporánea,Colapso,Jared Diamond,978-8425360885,Fracaso de sociedades por decisiones equivocadas.,608,2005
Novela Negra,Top 9 novelas negras españolas,La Sombra del Viento,Carlos Ruiz Zafón,978-8425360892,Misterio literario en la Barcelona posguerra.,576,2001
Novela Negra,Top 9 novelas negras españolas,El Ladrón de Mentiras,Carlos Ruiz Zafón,978-8425360908,Continuación de la saga del Cementerio de los Libros.,656,2011
Novela Negra,Top 9 novelas negras españolas,El Prisionero del Cielo,Carlos Ruiz Zafón,978-8425360915,Final de la saga del Cementerio de los Libros.,320,2011
Novela Negra,Top 9 novelas negras españolas,El Juego del Ángel,Carlos Ruiz Zafón,978-8425360922,Precedente de La Sombra del Viento.,672,2008
Novela Negra,Top 9 novelas negras españolas,El Laberinto de los Espíritus,Carlos Ruiz Zafón,978-8425360939,Última entrega de la saga.,544,2016
Novela Negra,Top 9 novelas negras españolas,La Reina del Sur,Arturo Pérez-Reverte,978-8425360946,Narcotráfico y una mujer al poder.,528,2002
Novela Negra,Top 9 novelas negras españolas,El Capitán Alatriste,Arturo Pérez-Reverte,978-8425360953,Aventuras de un soldado en el siglo XVII.,448,1996
Novela Negra,Top 9 novelas negras españolas,El Hombre de los Ojos Grises,Ricardo Gómez,978-8425360960,Asesino en serie en Barcelona.,352,2011
Novela Negra,Top 9 novelas negras españolas,El Asesino Ciego,Antonio Garrido,978-8425360977,Investigación de crímenes con un detective ciego.,384,2015
Psicología Infantil,Top 9 libros para entender a los adolescentes,El Cerebro del Adolescente,Daniel J. Siegel,978-8425360984,Desarrollo cerebral en la adolescencia.,336,2013
Psicología Infantil,Top 9 libros para entender a los adolescentes,Padres Presentes, Hijos Felices,Rafael Guerrero,978-8425360991,Importancia de la paternidad activa.,256,2017
Psicología Infantil,Top 9 libros para entender a los adolescentes,Educar sin Lágrimas,Rosa Jové,978-8425361004,Crianza respetuosa para adolescentes.,288,2003
Psicología Infantil,Top 9 libros para entender a los adolescentes,Disciplina sin Lágrimas,Daniel Siegel,978-8425361011,Comunicación efectiva con adolescentes.,336,2014
Psicología Infantil,Top 9 libros para entender a los adolescentes,Cómo Hablar para que sus Hijos le Escuchen,Adele Faber,978-8425361028,Técnicas para dialogar con adolescentes.,304,1980
Psicología Infantil,Top 9 libros para entender a los adolescentes,El Misterio del Niño,Janusz Korczak,978-8425361035,Derechos del adolescente y su dignidad.,224,1920
Psicología Infantil,Top 9 libros para entender a los adolescentes,Criar Bien a un Hijo,Carlos González,978-8425361042,Desarrollo adolescente y sus necesidades.,416,2003
Psicología Infantil,Top 9 libros para entender a los adolescentes,Educar en el Asombro,Catherine L'Ecuyer,978-8425361059,Fomentar curiosidad en adolescentes.,304,2015
Psicología Infantil,Top 9 libros para entender a los adolescentes,La Disciplina Positiva,Jane Nelsen,978-8425361066,Límites amorosos para adolescentes.,320,2006
Futurología,Top 9 libros sobre el futuro de la humanidad,Homo Deus,Yuval Noah Harari,978-8425361073,Futuro de la humanidad con biotecnología.,464,2015
Futurología,Top 9 libros sobre el futuro de la humanidad,Sapiens,Yuval Noah Harari,978-8425361080,Historia humana y proyecciones futuras.,464,2011
Futurología,Top 9 libros sobre el futuro de la humanidad,21 Lecciones para el Siglo XXI,Yuval Noah Harari,978-8425361097,Desafíos futuros de la humanidad.,432,2018
Futurología,Top 9 libros sobre el futuro de la humanidad,El Fin del Empleo,Ricardo Vargas,978-8425361103,Futuro del trabajo con IA y automatización.,304,2018
Futurología,Top 9 libros sobre el futuro de la humanidad,La Cuarta Revolución Industrial,Klaus Schwab,978-8425361110,Fusión de tecnologías que transformarán la sociedad.,320,2016
Futurología,Top 9 libros sobre el futuro de la humanidad,El Futuro de la Humanidad,Michio Kaku,978-8425361127,Predicciones sobre colonización espacial y tecnología.,352,2018
Futurología,Top 9 libros sobre el futuro de la humanidad,Vida 3.0,Max Tegmark,978-8425361134,Escenarios futuros con inteligencia artificial.,384,2017
Futurología,Top 9 libros sobre el futuro de la humanidad,Superinteligencia,Nick Bostrom,978-8425361141,Riesgos y oportunidades de la IA superhumana.,352,2014
Futurología,Top 9 libros sobre el futuro de la humanidad,La Sexta Extinción,Elizabeth Kolbert,978-8425361158,Futuro del planeta ante el cambio climático.,352,2014
Cine de Ciencia Ficción,Top 9 libros que inspiraron películas de sci-fi,Blade Runner,Philip K. Dick,978-8425361165,Androides y humanos en un futuro distópico.,256,1968
Cine de Ciencia Ficción,Top 9 libros que inspiraron películas de sci-fi,2001: Una Odisea Espacial,Arthur C. Clarke,978-8425361172,Evolución humana e inteligencia artificial.,256,1968
Cine de Ciencia Ficción,Top 9 libros que inspiraron películas de sci-fi,El Juego de Ender,Orson Scott Card,978-8425361189,Niños entrenados contra una amenaza alienígena.,352,1985
Cine de Ciencia Ficción,Top 9 libros que inspiraron películas de sci-fi,Dune,Frank Herbert,978-8425361196,Lucha por el control del planeta Arrakis.,688,1965
Cine de Ciencia Ficción,Top 9 libros que inspiraron películas de sci-fi,La Guerra de los Mundos,H.G. Wells,978-8425361202,Invasión marciana a la Tierra.,192,1898
Cine de Ciencia Ficción,Top 9 libros que inspiraron películas de sci-fi,El Marciano,Andy Weir,978-8425361219,Sobrevivencia en Marte tras ser abandonado.,384,2011
Cine de Ciencia Ficción,Top 9 libros que inspiraron películas de sci-fi,Neuromante,William Gibson,978-8425361226,Ciberespacio y realidad virtual.,320,1984
Cine de Ciencia Ficción,Top 9 libros que inspiraron películas de sci-fi,Yo, Robot,Isaac Asimov,978-8425361233,Relatos sobre las tres leyes de la robótica.,256,1950
Cine de Ciencia Ficción,Top 9 libros que inspiraron películas de sci-fi,Fahrenheit 451,Ray Bradbury,978-8425361240,Sociedad donde los libros están prohibidos.,192,1953
Deportes Acuáticos,Top 9 libros de navegación y aventuras marinas,Moby Dick,Herman Melville,978-8425361257,Caza de una ballena blanca por un capitán obsesivo.,640,1851
Deportes Acuáticos,Top 9 libros de navegación y aventuras marinas,El Viejo y el Mar,Ernest Hemingway,978-8425361264,Pescador cubano lucha contra un pez espada.,128,1952
Deportes Acuáticos,Top 9 libros de navegación y aventuras marinas,La Odisea,Homero,978-8425361271,Viaje de Ulises a casa tras la Guerra de Troya.,512,800 a.C.
Deportes Acuáticos,Top 9 libros de navegación y aventuras marinas,Robinson Crusoe,Daniel Defoe,978-8425361288,Sobrevivencia en una isla desierta.,320,1719
Deportes Acuáticos,Top 9 libros de navegación y aventuras marinas,Veinte Mil Leguas de Viaje Submarino,Julio Verne,978-8425361295,Aventuras en el submarino Nautilus.,352,1870
Deportes Acuáticos,Top 9 libros de navegación y aventuras marinas,La Isla del Tesoro,Robert Louis Stevenson,978-8425361301,Búsqueda de oro en una isla pirata.,224,1883
Deportes Acuáticos,Top 9 libros de navegación y aventuras marinas,El Capitán Blood,Rafael Sabatini,978-8425361318,Aventuras de un pirata en el Caribe.,512,1922
Deportes Acuáticos,Top 9 libros de navegación y aventuras marinas,El Corsario Negro,Emilio Salgari,978-8425361325,Piratería en el Mar de la China.,320,1898
Deportes Acuáticos,Top 9 libros de navegación y aventuras marinas,El Hombre que Calculaba,Malba Tahan,978-8425361332,Enigmas matemáticos en viajes por mar.,256,1949
Historia de la Medicina,Top 9 libros de historia médica,El Código Da Vinci,Dan Brown,978-8425361349,Sociedades secretas y medicina antigua.,512,2003
Historia de la Medicina,Top 9 libros de historia médica,El Nombre de la Rosa,Umberto Eco,978-8425361356,Medicina medieval en un monasterio.,512,1980
Historia de la Medicina,Top 9 libros de historia médica,La Peste,Albert Camus,978-8425361363,Epidemia de peste en una ciudad argelina.,320,1947
Historia de la Medicina,Top 9 libros de historia médica,El Amor en los Tiempos del Cólera,Gabriel García Márquez,978-8425361370,Cólera y amor en el Caribe.,448,1985
Historia de la Medicina,Top 9 libros de historia médica,El Médico,Noah Gordon,978-8425361387,Vida de un médico en el siglo XI.,512,1986
Historia de la Medicina,Top 9 libros de historia médica,El Cuerpo Humano,Isaac Asimov,978-8425361394,Funcionamiento del cuerpo humano.,384,1963
Historia de la Medicina,Top 9 libros de historia médica,El Gen Egoísta,Richard Dawkins,978-8425361400,Genética y evolución humana.,360,1976
Historia de la Medicina,Top 9 libros de historia médica,El Origen de las Especies,Charles Darwin,978-8425361417,Evolución y selección natural.,544,1859
Historia de la Medicina,Top 9 libros de historia médica,La Estructura de las Revoluciones Científicas,Thomas Kuhn,978-8425361424,Avances médicos como cambios de paradigma.,320,1962
Novela Gráfica,Top 9 novelas gráficas para jóvenes,Maus,Art Spiegelman,978-8425361431,Holocausto narrado con animales.,296,1991
